AGE,HEIGHT_CM,WEIGHT_KG,SKILL_DRIBBLING,ATTACKING_CROSSING,ATTACKING_FINISHING,MOVEMENT_ACCELERATION,MOVEMENT_SPRINT_SPEED,POWER_SHOT_POWER,MENTALITY_AGGRESSION,DEFENDING_MARKING,DEFENDING_STANDING_TACKLE,GOALKEEPING_DIVING,GOALKEEPING_HANDLING,OVERALL,POTENTIAL
23,189,79,49,31,38,66,68,48,71,72,68,10,9,70,78
21,168,65,77,66,66,64,56,48,38,51,49,9,10,70,80
26,175,62,82,74,77,82,79,81,74,63,57,14,10,82,82
25,173,71,74,74,72,75,72,74,71,41,54,7,16,75,78
21,194,91,52,33,38,60,67,74,82,73,75,15,8,76,85
29,185,85,35,38,24,53,61,59,87,75,78,11,11,77,77
31,177,72,76,72,76,82,81,77,45,24,24,8,9,76,76
28,180,76,75,72,61,67,73,69,79,75,78,8,14,78,78
32,195,85,48,44,41,33,33,63,84,81,83,8,9,80,80
29,188,79,75,67,67,65,71,85,82,67,70,9,8,73,73
24,195,94,60,43,51,45,56,70,80,76,79,10,8,78,83
35,183,79,35,60,25,31,33,43,73,75,73,13,15,72,72
28,181,83,48,57,38,61,61,55,76,69,74,10,9,73,74
21,181,81,14,18,19,49,54,52,23,25,16,73,70,73,87
28,179,73,78,75,76,77,80,83,59,25,33,13,12,77,77
20,187,78,71,52,56,63,64,56,61,54,70,10,8,70,82
29,180,77,75,72,66,48,45,70,64,49,58,8,13,72,72
20,191,88,56,65,34,59,64,61,71,65,71,6,7,70,81
26,180,76,63,65,27,85,84,61,75,68,67,14,15,71,74
21,180,75,66,57,29,89,91,48,64,65,69,6,14,70,82
22,188,74,60,45,30,51,58,57,78,70,70,11,6,71,83
23,176,71,78,72,43,84,78,57,70,67,75,8,5,75,81
25,175,70,70,66,68,94,94,72,56,58,26,13,13,71,72
36,183,76,53,74,41,63,60,72,85,75,77,13,10,73,73
26,176,75,78,73,34,89,91,51,84,74,74,12,12,78,81
26,188,75,55,32,43,64,65,62,71,74,72,15,10,74,77
29,185,80,38,43,49,47,58,54,89,82,80,14,12,79,80
33,174,67,77,70,66,68,66,81,71,61,61,16,13,75,75
22,181,70,20,18,19,50,50,50,22,12,20,74,75,73,81
25,186,77,60,51,33,72,79,55,85,77,80,14,14,80,83
26,183,90,19,17,19,46,49,50,24,14,12,71,71,70,75
21,183,77,69,38,34,74,77,51,63,66,71,14,8,70,80
31,189,84,51,40,40,51,50,48,82,70,71,11,12,73,73
34,171,68,63,71,44,71,70,68,68,60,71,9,6,72,72
21,186,83,23,12,8,46,30,44,23,13,11,73,67,70,81
30,184,80,14,19,16,53,52,53,21,20,20,68,68,71,71
32,179,65,80,75,72,91,90,69,51,35,29,14,5,78,78
20,185,68,73,67,56,69,72,74,76,68,71,6,13,75,86
29,188,82,55,65,49,61,63,57,76,76,73,7,8,75,75
28,181,78,85,78,73,86,86,76,53,26,32,11,14,78,78
33,175,72,75,71,63,68,64,61,53,37,44,12,13,72,72
23,189,83,70,68,59,79,90,53,68,80,80,8,12,79,85
24,177,72,77,81,67,81,85,78,61,61,57,13,13,73,76
30,192,83,84,78,78,77,83,84,84,43,48,14,15,82,82
28,190,85,69,31,78,67,84,85,80,30,45,13,6,78,78
21,167,58,78,76,66,76,69,63,75,66,66,7,14,77,83
27,179,73,71,67,64,87,85,83,74,35,55,10,6,72,72
28,184,80,69,50,59,65,55,71,74,62,70,10,8,70,71
26,159,62,75,64,65,79,78,72,43,22,23,7,7,71,71
26,166,64,74,71,65,82,91,72,68,26,46,14,15,72,73
26,177,72,73,73,72,72,79,73,64,52,33,14,7,74,77
26,188,77,19,11,11,57,56,53,25,20,12,82,82,82,86
23,174,74,74,66,70,79,75,69,70,61,50,14,6,70,78
22,175,68,77,63,63,76,72,66,47,37,46,7,16,70,78
28,179,70,69,61,72,75,78,63,37,31,24,7,9,71,71
33,192,84,50,69,52,33,35,84,75,78,74,10,7,73,73
27,174,75,71,54,59,70,71,63,78,70,64,7,14,72,72
27,170,67,79,72,69,78,75,85,63,54,49,9,13,78,79
32,184,73,54,55,36,67,68,43,81,72,72,15,9,73,73
28,188,86,56,30,49,50,64,68,81,79,80,15,13,77,78
25,187,80,80,69,48,68,65,75,77,76,76,13,7,78,81
21,175,68,73,50,34,71,56,62,68,62,70,9,11,72,80
24,178,74,70,64,67,81,71,65,50,25,37,10,14,70,75
23,187,77,78,68,58,63,65,65,50,70,71,13,12,79,83
28,190,73,20,18,18,55,43,52,33,18,18,76,70,74,77
28,182,74,67,69,75,84,90,74,67,42,20,7,9,72,72
27,187,81,72,66,75,59,77,78,67,23,37,7,11,75,75
27,178,68,71,54,65,77,75,59,66,62,65,10,13,71,71
36,189,88,19,13,8,38,33,56,43,21,13,73,71,73,73
24,182,74,68,75,39,87,87,49,62,63,72,10,13,72,75
29,184,80,74,68,70,58,67,76,82,69,75,14,10,75,75
28,174,69,78,63,71,86,85,68,32,30,22,15,14,73,73
23,175,73,79,77,67,86,74,71,70,64,64,14,16,77,82
28,182,78,75,71,28,74,77,53,68,71,73,9,14,72,72
21,167,63,81,76,74,83,82,73,57,58,58,9,7,80,86
33,179,77,63,58,57,42,46,82,89,76,79,8,8,78,78
34,190,83,14,11,19,48,50,50,41,13,14,70,69,71,71
32,180,75,13,21,11,44,43,56,34,20,12,75,65,75,75
36,192,93,13,12,14,46,42,47,40,13,11,74,60,70,70
26,197,89,16,15,13,41,37,50,37,18,14,74,70,71,75
31,181,72,65,50,54,43,42,73,69,73,72,12,8,74,74
25,187,83,53,68,20,60,69,44,79,77,73,11,15,76,81
39,183,84,17,18,20,48,49,52,20,20,14,68,69,71,71
31,185,81,86,75,84,78,74,82,65,47,24,13,11,87,87
27,183,75,26,30,23,56,63,57,77,73,75,7,7,73,75
32,189,88,19,18,11,40,40,53,35,10,13,78,75,80,80
24,183,73,76,64,64,63,64,73,70,77,78,7,7,78,83
26,171,61,81,82,67,87,85,81,48,55,48,12,10,80,80
28,186,82,74,75,56,66,74,76,71,73,75,12,15,74,74
28,181,76,70,46,72,68,71,78,80,42,41,11,6,73,73
25,182,74,85,86,58,89,90,80,73,79,80,6,9,84,89
31,187,85,50,46,32,37,38,55,71,70,71,12,13,71,71
23,188,80,71,76,48,77,82,66,83,75,78,10,10,78,82
26,175,67,70,60,47,92,92,55,76,63,75,13,16,72,74
21,170,66,69,63,40,92,90,43,76,65,70,13,12,70,80
26,185,76,72,56,72,75,66,74,45,22,28,7,7,70,71
27,181,73,77,80,70,68,69,74,65,60,34,9,13,75,75
22,184,74,74,64,59,83,82,66,75,71,75,12,14,74,79
27,178,84,15,11,18,44,44,56,27,9,11,72,65,71,72
30,187,78,14,14,10,40,37,54,26,13,14,77,72,76,77
28,186,79,70,58,74,66,70,74,60,58,33,15,11,71,71
30,187,76,67,61,55,61,45,77,83,71,79,11,11,75,75
23,190,89,44,33,26,65,74,60,72,72,82,13,15,75,80
23,183,76,68,63,43,79,86,41,67,62,69,7,14,71,79
25,180,74,69,59,59,66,70,70,73,68,68,10,7,72,75
31,190,82,16,20,11,41,55,47,24,12,16,77,65,73,73
36,180,87,49,53,30,40,51,64,78,77,77,32,33,76,76
23,181,79,64,38,72,70,68,71,36,32,17,10,11,70,77
24,191,83,19,12,13,40,46,59,34,14,17,78,72,76,84
25,177,71,85,78,63,85,76,58,69,71,73,13,15,77,82
23,180,69,67,52,39,68,71,65,74,67,70,9,6,71,78
26,184,78,70,62,57,61,65,67,65,68,69,7,14,71,74
34,188,78,12,18,13,41,42,56,31,28,14,75,71,75,75
24,180,70,70,67,66,85,82,68,57,45,14,9,14,71,73
34,180,76,86,69,81,75,72,84,78,61,60,14,13,80,80
26,185,82,67,51,68,81,84,69,81,21,21,9,8,71,74
28,191,86,64,64,45,47,50,80,74,62,70,10,14,72,72
34,183,80,64,50,69,60,60,72,50,44,28,4,4,71,71
26,192,90,20,19,13,45,51,59,41,14,13,82,80,81,83
24,186,76,13,18,14,45,46,54,23,12,19,71,68,70,78
27,173,75,69,52,53,65,67,61,83,66,67,14,15,70,71
30,183,82,66,71,58,71,72,62,73,70,74,11,12,73,73
30,185,82,67,63,74,50,52,80,65,60,54,10,11,71,71
29,186,77,49,30,44,81,80,55,74,67,75,6,9,74,74
30,188,80,71,63,54,67,69,77,82,77,80,10,12,78,78
25,166,67,76,69,70,88,86,70,68,33,40,6,10,74,77
32,186,78,31,39,36,46,46,57,74,70,71,16,13,71,71
23,180,76,81,80,69,86,82,69,65,72,70,8,13,75,79
32,182,78,63,56,51,71,73,59,70,74,73,13,9,73,73
25,178,72,72,77,48,76,74,89,85,75,78,11,7,75,78
27,190,88,19,21,12,45,50,50,36,12,15,74,67,71,74
26,186,84,66,58,60,55,64,84,73,60,64,14,12,70,73
31,175,71,77,72,51,74,77,34,81,77,76,15,8,76,76
33,186,80,52,38,38,40,44,36,76,71,74,11,8,73,73
32,184,77,56,65,60,74,77,68,75,74,76,14,8,72,72
30,174,74,69,59,71,74,77,72,57,22,21,13,15,71,71
26,192,83,50,49,28,35,36,57,73,76,74,8,9,73,76
27,181,70,72,64,67,78,74,68,55,33,42,6,14,72,73
21,175,70,84,74,63,86,79,70,38,43,28,9,7,76,84
30,184,76,53,65,41,68,80,54,84,85,79,16,13,80,80
32,172,72,75,77,66,59,53,75,64,69,65,14,8,75,75
21,187,69,71,65,43,69,71,56,67,73,76,8,15,74,85
30,175,70,71,53,48,65,68,70,72,75,80,10,7,76,76
25,188,83,47,45,43,63,59,61,73,76,75,13,9,73,78
27,178,77,73,72,69,86,81,70,62,44,24,12,11,71,71
27,184,78,65,63,71,75,76,74,74,43,41,7,6,71,72
32,183,80,54,50,31,40,41,50,70,71,73,14,7,72,72
25,161,61,80,61,67,87,76,71,69,47,47,13,9,76,80
34,190,86,11,18,13,40,46,57,34,12,11,79,82,83,83
29,184,71,69,54,77,71,77,75,72,39,20,7,10,75,75
32,188,78,14,11,14,41,44,50,29,15,14,76,72,75,75
29,173,70,73,65,60,83,85,68,69,31,28,9,10,72,72
25,185,77,74,68,73,79,84,68,44,32,29,12,13,75,78
31,183,74,76,75,69,76,76,68,71,63,75,7,7,76,76
36,176,73,72,73,43,63,64,69,73,73,72,11,9,72,72
27,192,87,19,13,18,48,38,51,23,26,17,77,75,77,77
30,173,72,64,70,22,77,73,47,74,70,76,9,11,73,73
25,188,82,48,27,22,42,53,55,72,74,73,9,12,73,74
37,174,71,64,67,47,51,39,77,88,79,77,16,9,76,76
27,178,74,62,40,41,53,54,49,70,67,73,8,16,71,72
27,188,84,70,69,66,65,63,75,72,55,67,13,14,71,72
31,176,75,76,76,69,84,76,72,73,78,75,7,8,78,78
24,192,88,63,48,49,50,57,73,83,71,78,11,11,76,81
27,193,88,8,18,12,17,18,56,36,20,9,68,76,74,74
23,187,78,53,52,28,60,54,49,73,74,75,13,15,73,79
23,185,78,76,60,46,74,67,71,82,71,74,16,14,74,79
29,185,83,51,39,33,49,52,43,72,75,72,11,10,72,73
27,176,73,62,65,52,76,77,84,73,66,61,11,5,71,72
31,183,76,63,55,33,60,50,58,81,74,76,8,14,74,74
20,187,68,78,69,64,78,77,61,47,39,31,14,11,75,86
29,183,82,67,42,59,41,40,73,84,69,65,8,15,73,73
26,180,79,71,62,72,75,77,76,60,18,20,12,8,71,73
34,187,86,54,47,47,53,31,62,83,70,73,16,6,73,73
28,180,69,74,72,67,71,68,67,70,34,45,14,9,72,72
23,182,75,71,68,41,79,77,68,71,68,68,14,12,71,77
33,184,81,27,12,14,59,60,62,40,21,15,76,71,76,76
30,170,68,81,87,73,91,90,64,77,74,83,13,15,87,87
23,165,66,75,61,75,91,82,67,52,25,27,7,14,73,81
21,183,78,74,48,80,72,74,74,60,36,20,10,7,77,87
29,177,93,69,51,80,66,67,83,76,35,23,16,14,77,77
30,190,87,43,28,46,50,54,70,83,75,77,13,15,76,76
22,183,79,58,44,30,58,65,52,73,72,75,8,11,73,83
26,168,67,82,79,74,74,72,84,43,48,30,14,16,80,83
22,180,67,84,65,62,85,77,52,46,44,50,15,13,76,83
33,180,81,71,65,73,78,77,76,72,12,43,9,13,74,74
27,171,70,80,72,66,91,90,77,61,19,31,15,15,73,73
29,178,80,77,69,77,78,78,80,52,19,22,6,6,77,77
24,189,76,59,49,40,64,59,49,70,71,73,7,15,71,75
24,190,80,36,32,21,35,34,44,68,74,78,16,11,72,79
26,187,80,70,73,60,69,66,65,66,70,66,7,7,71,73
30,196,92,15,15,15,55,57,59,35,22,13,73,72,75,76
29,190,91,20,23,14,45,43,53,28,15,18,74,71,74,75
26,184,73,73,53,73,80,81,73,62,20,39,9,15,73,75
24,180,73,80,74,63,90,88,69,78,73,78,7,16,80,86
28,182,77,53,51,42,69,71,81,86,79,81,12,16,80,81
33,178,78,67,55,59,68,67,67,89,66,70,15,7,72,72
27,181,76,81,88,77,75,71,84,46,59,57,9,14,88,89
27,188,85,78,71,74,76,79,75,75,58,48,11,11,75,76
23,196,77,20,14,15,48,49,53,28,20,16,76,73,76,83
28,176,73,88,83,89,82,81,82,73,59,54,14,8,89,89
22,183,71,77,73,65,74,78,61,64,65,73,12,6,75,82
33,180,72,78,61,82,66,51,75,58,25,22,6,8,75,75
24,172,64,68,70,58,92,90,58,56,69,65,7,8,70,76
28,184,79,69,80,49,67,72,76,74,74,76,7,10,76,76
29,182,76,74,80,69,62,63,77,59,55,60,10,8,74,74
34,178,72,56,52,43,38,45,54,89,69,73,10,16,72,72
26,173,72,76,58,56,75,73,69,91,66,74,14,14,73,74
38,183,81,47,64,37,35,38,62,74,80,69,6,14,71,71
26,182,76,75,78,58,74,73,65,76,78,82,11,7,79,81
32,190,80,16,35,11,51,52,58,24,23,15,80,80,79,79
35,186,83,62,63,85,52,54,78,77,32,33,7,12,77,77
26,173,76,81,70,67,76,74,68,59,31,35,8,15,76,76
31,179,74,71,76,66,72,72,75,70,70,73,10,6,73,73
28,184,80,52,47,36,64,66,50,69,77,80,10,10,75,75
23,187,79,63,36,40,68,79,66,87,82,84,9,7,83,87
22,174,69,75,76,54,82,78,74,63,66,67,13,7,73,82
35,190,88,9,9,8,34,38,46,36,23,10,77,76,75,75
19,182,79,77,42,77,80,82,72,45,27,28,13,8,76,89
23,175,70,79,66,63,88,90,68,55,31,41,6,12,75,83
27,182,75,64,73,45,74,76,68,72,69,72,10,13,73,74
29,190,79,14,8,15,36,42,48,11,21,10,73,68,73,73
26,170,63,79,77,70,70,68,73,60,23,30,14,7,75,78
19,175,67,82,63,67,82,84,61,37,24,25,7,11,72,85
27,190,77,42,30,38,50,46,58,70,78,79,14,10,77,79
28,177,68,80,64,60,85,85,54,39,46,46,16,11,73,73
27,184,73,82,74,64,64,71,71,52,61,34,5,3,77,77
32,192,78,74,72,79,50,50,75,66,31,37,9,8,76,76
35,175,67,87,91,67,77,77,79,74,29,17,12,14,81,81
30,188,80,75,52,78,40,51,74,44,27,39,11,13,75,75
22,176,71,79,70,67,78,78,69,36,30,30,9,6,72,78
29,182,72,61,69,28,79,78,50,65,66,73,14,13,73,73
33,180,75,13,12,11,50,41,52,45,18,14,72,69,73,73
29,183,74,66,69,51,53,54,72,66,72,69,13,8,72,72
30,171,75,60,73,54,74,76,71,70,62,70,14,11,71,71
35,184,83,64,57,50,60,58,81,83,90,82,10,7,82,82
30,185,78,33,48,22,67,69,39,85,62,68,7,6,71,71
28,181,69,58,35,36,64,67,59,73,71,70,13,7,73,74
25,181,79,66,40,71,75,74,74,77,32,19,11,8,70,75
18,177,75,82,66,67,86,84,65,50,22,33,14,13,74,88
27,175,71,71,64,75,83,79,72,53,37,28,10,11,73,74
21,172,65,72,46,38,67,63,54,63,60,47,7,8,70,82
32,179,74,74,68,85,87,88,85,87,56,50,15,14,82,82
27,176,70,75,65,58,81,76,62,52,21,29,16,10,72,73
30,193,96,66,69,54,47,50,71,76,73,74,7,11,73,73
21,173,76,77,67,68,85,77,72,50,41,45,8,8,72,83
27,178,81,65,53,74,75,78,73,82,39,34,12,9,72,73
20,170,73,74,74,57,85,82,80,66,70,73,14,8,73,80
22,174,64,74,75,35,78,75,38,70,70,76,9,8,74,80
24,190,86,78,72,68,63,64,81,58,25,66,14,15,77,84
27,180,78,63,65,45,71,71,67,84,73,71,8,11,72,74
25,171,64,71,67,66,71,70,71,68,62,69,16,15,73,75
33,166,68,76,67,67,65,64,72,70,60,60,7,8,75,75
29,182,83,71,72,65,54,49,75,78,72,75,6,14,76,76
33,181,82,73,78,56,72,68,75,72,72,77,9,12,76,76
28,193,79,11,12,13,43,49,51,27,14,14,78,71,76,79
26,185,70,74,67,66,93,95,65,68,42,35,8,15,74,75
28,175,64,72,62,71,90,86,67,59,60,47,7,7,73,73
25,169,68,74,52,66,87,88,69,69,39,33,12,14,70,72
32,178,72,68,66,73,66,65,75,86,60,59,12,11,73,73
22,186,80,49,51,39,54,57,57,66,70,72,11,12,72,76
31,175,68,76,75,60,88,82,70,70,76,74,13,13,76,76
26,182,89,75,31,76,75,76,76,78,35,29,10,11,74,77
24,178,72,77,66,69,91,90,76,30,21,21,13,11,73,79
26,167,59,86,74,70,79,75,76,48,27,36,14,9,80,82
26,179,68,70,64,70,76,81,73,44,55,40,11,9,70,71
35,179,76,78,51,81,62,59,83,66,35,35,8,9,80,80
28,175,67,76,78,54,74,68,74,76,76,80,10,11,78,78
19,180,72,79,76,74,79,78,71,34,35,24,12,9,75,85
33,184,82,65,66,63,74,71,79,90,85,87,11,8,89,89
23,183,75,17,12,19,45,41,47,24,28,14,71,72,71,78
30,165,64,66,70,50,85,86,68,61,71,75,13,14,74,74
25,201,82,72,41,71,66,74,58,60,33,48,9,12,71,76
25,178,69,74,72,48,86,89,57,65,72,69,12,10,73,77
31,194,82,16,11,18,49,48,51,38,19,12,77,69,76,76
24,171,68,78,65,65,85,80,69,52,63,44,12,14,75,82
35,188,85,55,61,51,56,53,77,80,64,75,12,8,70,70
27,178,65,84,79,76,91,88,81,48,55,49,15,12,80,80
22,195,85,15,15,20,51,41,54,21,8,17,72,69,70,77
30,183,76,57,46,30,54,60,52,68,79,76,14,15,75,75
28,170,66,73,72,68,68,64,74,73,55,69,11,6,75,75
30,178,70,70,66,36,74,82,65,72,59,67,15,7,71,71
29,187,80,76,57,82,88,85,80,67,26,28,16,9,80,80
27,179,73,71,74,52,66,82,46,72,67,75,16,13,73,73
24,186,80,76,68,68,60,56,80,76,74,77,3,5,78,84
30,175,70,74,76,68,73,76,80,73,58,64,12,10,76,76
28,173,64,77,73,69,81,75,77,42,30,41,7,12,73,73
31,177,72,75,73,70,84,72,76,39,25,12,12,15,74,74
20,166,58,72,68,55,91,90,60,55,65,68,14,14,71,82
29,193,78,15,13,11,40,42,48,19,20,11,72,67,71,72
25,186,84,56,63,55,57,60,72,90,66,66,8,6,70,75
26,194,92,39,20,25,55,52,50,73,74,71,11,9,72,75
22,175,71,73,69,40,78,74,61,73,67,74,8,13,73,80
29,201,99,11,15,12,30,39,32,39,13,17,80,74,75,77
27,182,75,78,77,62,85,87,72,69,63,73,15,13,75,76
28,191,80,18,12,20,58,61,51,31,8,18,78,68,74,74
27,176,79,92,78,79,74,68,69,58,58,64,10,8,86,87
23,176,70,84,77,72,90,87,68,77,68,74,11,12,77,86
22,174,70,65,65,47,76,76,59,73,62,67,12,6,70,80
25,178,76,81,72,69,85,85,71,47,41,43,15,12,78,81
32,177,78,73,73,67,76,73,81,74,27,39,10,12,71,71
22,184,78,71,59,58,73,71,80,70,58,64,14,13,70,78
22,183,74,83,78,71,73,76,83,71,38,54,10,12,78,83
20,186,82,74,64,54,67,67,64,54,75,73,14,10,76,87
25,180,71,71,68,68,76,84,72,58,23,23,9,11,70,73
28,188,87,78,83,68,68,65,84,75,75,81,9,7,81,81
26,194,89,67,32,75,48,43,73,60,25,26,15,6,71,74
30,175,71,78,71,72,85,84,76,53,34,28,6,9,76,76
29,181,80,49,34,34,29,49,56,69,70,74,7,13,70,71
37,183,74,20,11,20,33,41,50,45,15,13,74,72,75,75
25,187,77,87,81,76,78,77,86,48,39,64,11,13,83,86
35,184,78,13,12,14,52,51,53,32,12,14,73,71,75,75
23,187,85,46,34,30,55,54,43,70,71,78,8,8,71,79
28,191,76,71,61,46,52,52,54,78,79,79,8,13,80,81
23,175,60,76,63,68,79,77,68,33,20,17,9,12,70,76
25,173,69,65,78,60,71,72,65,65,60,72,10,8,71,76
25,180,86,75,58,70,78,84,80,59,40,25,14,16,74,79
25,187,80,72,73,59,79,84,70,59,62,71,6,9,72,76
27,185,82,64,51,74,67,54,76,75,46,19,7,12,71,71
31,173,68,71,81,59,74,77,83,84,78,79,16,9,79,79
27,184,84,55,51,25,50,60,47,70,73,72,10,15,71,73
25,177,67,80,76,50,91,92,74,81,77,81,16,12,82,87
25,188,89,50,46,23,57,61,40,83,79,77,10,15,78,82
33,183,87,62,58,74,38,41,75,76,48,43,11,8,71,71
21,185,78,54,52,23,68,72,38,78,73,77,6,11,75,84
27,170,61,72,66,68,82,74,70,75,68,58,14,12,70,71
29,180,78,74,74,68,71,74,69,68,60,67,10,10,71,71
28,189,89,62,51,50,46,51,75,81,80,76,11,15,78,80
26,188,80,79,65,69,65,73,86,86,77,80,15,10,81,84
23,181,76,53,43,39,61,65,51,69,70,73,10,9,72,81
29,181,79,64,54,41,54,53,58,68,69,70,6,13,72,72
27,190,83,16,9,9,55,56,59,28,27,15,83,81,84,86
26,184,78,75,48,84,70,72,75,72,22,27,8,15,79,82
27,195,92,14,12,13,48,34,59,36,12,14,70,68,72,75
34,190,86,60,27,27,50,52,51,83,73,77,7,6,76,76
27,186,84,65,73,48,69,69,53,71,69,74,15,14,72,73
22,181,75,68,69,32,66,67,43,64,71,74,6,15,72,79
24,183,72,66,43,53,63,62,66,74,72,72,14,8,70,78
26,193,82,13,14,13,33,32,44,30,20,13,72,70,70,73
31,175,73,56,59,29,64,68,61,71,72,70,10,14,71,71
26,192,88,38,46,36,33,31,70,71,74,71,12,14,71,76
25,173,68,80,67,69,83,81,77,55,38,34,16,14,74,75
29,187,76,14,22,16,49,53,52,30,18,15,74,72,74,75
29,197,85,19,18,16,41,35,51,26,11,13,76,74,76,76
27,182,79,74,67,72,78,76,78,84,80,83,8,12,82,83
28,186,75,70,32,74,67,64,70,45,20,15,6,12,72,72
33,182,73,59,48,27,67,64,62,70,72,71,8,9,71,71
27,179,72,78,72,60,78,75,75,37,18,23,14,13,73,73
27,175,67,71,70,67,79,77,66,27,37,21,14,8,71,71
24,182,70,69,70,53,74,71,48,72,69,73,7,13,72,77
33,196,86,16,13,15,46,43,56,33,12,15,79,77,79,79
28,193,84,32,50,40,54,53,62,74,74,79,8,12,74,75
24,178,74,60,54,42,68,63,70,72,67,67,15,8,70,76
25,177,75,76,73,69,83,90,70,49,38,24,10,14,73,76
35,180,74,79,77,64,77,74,63,34,32,23,9,9,75,75
25,185,77,14,17,19,53,44,65,42,21,20,82,78,83,86
25,181,74,68,53,78,78,77,74,45,45,33,7,13,72,75
21,172,72,70,64,40,76,70,67,75,69,71,6,12,72,82
29,186,75,69,68,72,62,63,80,92,69,73,10,13,76,76
27,185,79,74,58,62,64,60,80,76,70,69,16,8,77,78
23,183,78,66,60,56,55,67,68,72,51,60,13,14,70,77
28,180,74,79,74,73,77,72,76,72,68,30,11,6,76,76
27,178,75,72,73,48,81,83,54,75,75,72,10,8,75,75
30,190,86,73,68,80,70,70,85,67,31,33,9,7,78,78
26,186,84,70,68,49,83,85,72,72,62,70,13,8,70,71
27,171,64,74,64,45,84,86,68,65,68,68,7,10,72,73
29,182,80,73,62,56,72,69,68,83,75,76,13,9,80,80
26,179,70,82,82,80,87,80,83,56,46,29,8,11,83,84
24,189,89,64,45,76,63,65,76,85,35,20,10,14,72,75
24,186,80,70,65,68,80,81,73,39,18,23,10,12,70,73
24,184,80,67,58,42,74,75,51,79,77,80,7,10,79,85
31,183,73,82,65,76,68,64,77,58,20,19,13,14,76,76
23,183,70,71,57,73,76,75,72,33,28,17,8,13,72,79
24,177,81,66,41,68,79,87,75,78,37,23,6,14,71,75
26,183,77,68,70,50,84,86,64,74,66,75,9,8,73,73
26,178,78,73,60,76,79,78,73,54,34,35,9,12,72,75
24,172,71,77,63,73,83,75,68,50,35,34,15,13,72,76
23,183,70,75,70,64,76,67,74,65,71,68,10,12,72,79
25,174,74,72,67,76,76,70,75,35,18,15,12,15,73,77
27,197,86,14,15,15,44,46,59,33,11,19,83,79,83,85
28,175,72,69,64,64,82,82,68,63,49,61,6,9,72,72
29,182,71,78,42,73,75,75,70,65,53,39,14,9,76,76
26,181,75,75,46,89,76,75,84,56,45,24,13,9,85,86
24,163,58,72,71,70,87,83,65,58,31,41,6,10,70,74
26,170,62,74,79,65,73,68,78,66,44,58,11,13,73,76
29,186,77,82,86,78,57,56,84,57,57,57,13,8,83,83
25,181,74,64,56,45,73,76,65,80,72,76,7,7,74,79
20,172,70,84,69,71,89,85,76,47,40,32,13,7,76,85
32,188,86,8,19,16,53,53,53,23,12,13,71,72,71,71
29,195,90,18,12,11,46,50,57,23,11,11,83,72,78,79
24,191,75,65,44,26,67,68,37,69,72,73,10,8,74,78
27,180,76,70,46,68,82,82,70,38,37,24,6,14,70,71
24,184,77,81,69,78,71,70,82,69,77,78,7,13,85,89
31,188,85,24,18,14,49,52,56,45,22,15,77,75,78,78
34,170,67,79,76,59,90,90,69,59,58,66,6,14,75,75
25,189,85,40,24,36,53,63,44,60,72,73,15,14,71,74
30,190,85,14,11,13,55,52,50,24,7,13,71,66,72,72
23,183,70,76,50,78,82,79,72,28,11,18,11,8,71,77
32,175,68,67,59,46,58,43,68,78,73,69,15,6,73,73
40,189,80,17,11,10,47,46,49,28,20,13,67,74,73,73
26,183,74,86,76,77,75,68,77,29,48,56,6,8,84,86
28,179,75,69,69,57,82,85,71,67,69,68,13,16,73,73
24,183,73,73,67,29,86,86,42,64,62,67,8,6,70,74
25,168,71,88,60,58,83,71,55,55,30,43,15,11,77,78
23,193,95,21,17,13,39,43,51,21,23,19,73,69,74,82
28,184,80,79,85,54,69,79,80,74,79,81,12,7,80,80
27,169,65,77,75,67,78,77,70,44,30,31,9,7,74,74
25,184,85,80,72,57,69,75,81,70,72,73,12,9,78,83
24,183,77,73,69,60,92,89,75,34,59,59,8,8,71,76
22,177,78,57,51,35,66,70,60,70,70,71,16,10,70,80
27,181,71,78,81,76,75,73,80,43,66,52,12,10,83,84
27,175,72,66,66,24,79,76,63,87,73,74,13,6,74,75
23,173,72,79,47,74,88,90,75,54,45,33,7,7,74,81
27,182,76,77,50,83,74,76,76,39,22,37,13,12,80,81
29,177,77,64,60,54,63,60,71,84,64,74,6,6,71,71
26,189,75,13,13,13,40,45,50,18,17,20,77,71,74,77
35,186,86,74,68,50,59,49,80,76,71,72,7,8,71,71
33,184,78,8,12,8,34,32,56,26,29,12,71,73,73,73
26,184,79,53,55,39,64,63,46,80,69,70,13,10,71,74
33,187,78,62,65,68,41,36,80,83,60,68,12,7,72,72
30,186,88,71,67,60,63,60,80,77,65,75,14,13,75,75
29,195,86,31,27,21,31,29,66,68,68,75,14,8,70,71
24,182,73,73,66,65,67,65,73,61,40,41,16,6,71,76
25,187,74,79,78,59,81,84,72,73,74,78,11,6,78,81
33,171,64,84,78,78,76,68,67,54,43,37,12,7,79,79
26,181,68,80,72,69,63,64,80,82,75,78,8,8,81,83
31,176,77,83,73,75,72,72,84,88,83,86,11,11,83,83
35,193,88,11,9,9,57,57,52,38,18,9,70,71,72,72
26,178,65,68,69,57,81,75,80,70,72,69,11,8,71,72
32,186,81,43,31,42,50,43,44,73,77,69,8,9,71,71
24,178,76,78,66,72,72,68,71,61,33,46,6,9,73,80
23,171,62,85,83,75,83,83,79,63,55,59,11,15,83,87
